Fish_ID,Group,Water_Temp_C,Water_pH,Water_O2_mgL,Chlorides_mgL,Nitrites_mgL,Nitrates_mgL,Ammonium_mgL,Phosphates_mgL,Feed_Type,Bodymass_g,Protein_perc,Lipids_perc
505,AG,13.11,7.468,7.961,96.29,0.119,1.83,0.2298,0.1492,1,1700.75,15.455,2.919
506,AG,20.37,7.575,7.603,108.18,0.188,1.422,0.2784,0.1109,1,1894.0,15.83,3.182
507,AG,29.26,7.184,8.326,93.55,0.1625,1.595,0.1864,0.0665,1,2007.11,13.796,3.401
508,AG,23.3,7.494,6.931,98.58,0.1098,1.31,0.2265,0.108,1,1760.83,13.597,3.631
509,AG,20.32,7.8,7.586,99.37,0.1125,1.868,0.1811,0.11,1,1904.75,14.781,3.454
510,AG,23.4,7.52,6.131,86.71,0.1582,1.97,0.2439,0.1091,1,1917.74,15.338,3.548
511,AG,17.32,7.51,5.778,99.09,0.1321,1.961,0.1809,0.1788,1,1706.02,15.125,3.051
512,AG,21.11,7.582,8.548,83.85,0.1349,1.805,0.1788,0.0915,1,1927.47,13.617,3.103
513,AG,22.3,7.634,6.759,90.0,0.1782,1.184,0.2448,0.152,1,1905.47,16.556,3.436
514,AG,21.74,7.2,7.466,103.61,0.1175,1.552,0.2117,0.1463,1,1839.88,13.959,3.025
515,AG,24.37,7.248,6.648,97.85,0.1427,1.637,0.1043,0.1784,1,2058.76,14.098,3.081
516,AG,23.03,7.532,5.796,92.56,0.1686,1.639,0.1327,0.1347,1,1703.59,10.302,2.763
517,AG,24.0,7.393,6.513,98.57,0.1643,1.83,0.1512,0.1716,1,1701.03,15.463,3.509
518,AG,19.93,7.697,8.223,94.52,0.1352,2.37,0.167,0.1331,1,1926.66,15.477,3.124
519,AG,24.69,7.453,7.166,95.1,0.1313,2.125,0.2449,0.1574,1,1977.6,13.893,3.129
520,AG,26.89,7.21,4.446,100.25,0.0878,1.405,0.2331,0.0799,1,1987.2,11.8,3.979
521,AG,19.09,7.31,6.242,89.18,0.1083,2.071,0.2839,0.0345,1,1835.07,12.801,2.933
522,AG,19.34,7.088,8.639,95.32,0.1496,2.056,0.2652,0.1551,1,1813.17,14.275,3.415
523,AG,26.01,7.465,6.243,92.5,0.1359,1.478,0.2843,0.1572,1,1973.61,13.664,3.74
524,AG,21.43,7.472,4.339,82.32,0.1422,2.14,0.2565,0.159,1,1863.43,14.066,3.182
525,AG,26.21,7.436,8.772,87.64,0.1712,1.736,0.2326,0.119,1,2213.15,14.073,3.409
526,AG,20.67,7.662,7.319,107.55,0.1044,1.236,0.286,0.1996,1,1850.08,15.239,3.598
527,AG,26.37,7.68,6.416,98.08,0.1329,1.982,0.2752,0.1216,1,1961.04,12.927,3.37
528,AG,22.39,7.474,6.054,84.41,0.1457,1.887,0.2426,0.1568,1,2245.57,12.963,2.979
529,AG,22.77,7.18,7.799,82.68,0.1189,1.709,0.2963,0.1638,1,1960.21,14.019,3.386
530,AG,26.69,7.593,5.85,94.1,0.1829,1.785,0.0793,0.2087,1,2039.56,12.586,3.485
531,AG,20.91,7.583,7.878,107.49,0.1673,1.512,0.2026,0.1273,1,1977.98,15.312,3.392
532,AG,19.18,7.546,7.151,93.51,0.1487,2.044,0.2017,0.1139,1,1991.38,12.519,2.875
533,AG,20.65,7.647,6.794,105.46,0.1938,1.783,0.2892,0.0801,1,1920.85,12.514,3.463
534,AG,23.36,7.325,6.675,97.82,0.095,1.867,0.3143,0.2021,1,1959.13,10.0,2.994
535,AG,17.3,7.801,6.29,98.77,0.1398,1.943,0.133,0.1569,1,1867.1,14.997,3.136
536,AG,23.91,7.356,7.755,84.31,0.151,1.338,0.3047,0.1581,1,1923.37,16.077,3.791
537,AG,20.38,7.612,5.462,102.5,0.1126,1.442,0.1497,0.25,1,1909.34,14.155,3.4
538,AG,25.44,7.247,4.554,92.32,0.149,0.916,0.1515,0.153,1,2186.26,14.539,3.65
539,AG,14.82,7.36,7.237,101.9,0.1068,2.026,0.2059,0.0879,1,1976.89,18.67,2.593
540,AG,19.64,7.727,7.257,88.49,0.1607,1.315,0.2009,0.1322,1,1959.8,15.486,2.848
541,AG,16.94,7.461,7.076,96.42,0.1717,1.853,0.1265,0.101,1,1971.09,14.643,2.869
542,AG,19.52,7.626,6.989,97.82,0.1482,1.948,0.259,0.1242,1,1790.25,13.331,2.674
543,AG,22.74,7.536,6.115,93.77,0.0844,2.041,0.2608,0.1239,1,1898.97,13.248,3.387
544,AG,21.46,7.484,7.445,98.24,0.111,1.318,0.2832,0.1165,1,2037.37,12.87,3.33
545,AG,21.24,7.705,6.445,92.87,0.1569,1.774,0.194,0.0843,1,2097.85,13.603,3.012
546,AG,21.52,7.465,5.915,89.81,0.1406,2.468,0.2176,0.2037,1,1829.98,15.428,3.218
547,AG,22.61,7.233,6.126,107.84,0.0592,2.486,0.2182,0.152,1,1835.57,15.021,3.843
548,AG,18.97,7.38,8.925,103.39,0.1773,2.195,0.3213,0.131,1,2164.85,12.193,3.071
549,AG,24.12,7.583,4.418,88.91,0.1441,1.935,0.0499,0.1703,1,1944.99,13.246,3.376
550,AG,23.99,7.559,7.1,99.55,0.1154,1.398,0.1626,0.1588,1,2164.29,13.687,3.086
551,AG,23.16,7.265,4.485,89.06,0.1698,2.087,0.2203,0.151,1,1947.31,14.276,3.243
552,AG,23.67,7.391,6.37,85.52,0.1197,1.737,0.1549,0.1674,1,1995.32,15.963,3.697
553,AG,22.89,7.413,5.98,103.27,0.1193,2.024,0.2045,0.1454,1,1869.53,17.86,3.535
554,AG,28.11,7.445,3.998,81.37,0.1508,1.547,0.2124,0.1668,1,2106.92,11.882,4.178
555,AG,21.74,7.294,6.967,102.41,0.1934,1.731,0.1805,0.1701,1,2072.26,14.229,3.169
556,AG,21.08,7.406,6.044,92.98,0.1887,1.866,0.2239,0.1465,1,1786.96,15.121,2.96
557,AG,19.74,7.391,3.981,93.31,0.1508,1.899,0.2577,0.1312,1,1821.02,12.194,3.609
558,AG,18.9,7.616,7.507,98.28,0.1539,1.997,0.2058,0.2012,1,2003.57,14.771,3.04
559,AG,18.27,7.621,8.222,99.65,0.1637,1.568,0.1928,0.1209,1,1877.86,14.839,2.911
560,AG,19.33,7.478,8.288,88.39,0.1023,1.263,0.2101,0.1557,1,1876.15,10.979,2.646
561,AG,21.79,7.441,6.931,100.74,0.1593,2.45,0.2196,0.1566,1,2034.71,14.536,3.113
562,AG,23.0,7.521,6.555,95.91,0.118,2.796,0.1156,0.1156,1,2067.01,14.426,3.628
563,AG,22.15,7.378,8.094,84.95,0.1496,1.979,0.2477,0.1077,1,1920.91,16.347,2.866
564,AG,19.7,7.328,8.519,93.64,0.1332,1.27,0.1929,0.1258,1,1955.61,15.248,3.223
565,AG,24.7,7.359,7.86,106.05,0.155,1.491,0.2957,0.1203,1,1804.17,11.815,2.582
566,AG,24.22,7.405,5.37,108.41,0.1435,2.004,0.2555,0.0817,1,1792.68,12.76,3.185
567,AG,21.52,7.325,6.742,100.74,0.0478,2.336,0.2902,0.1139,1,1922.43,10.058,3.271
568,AG,20.04,7.524,7.027,85.48,0.1454,1.315,0.1593,0.1506,1,1935.98,13.19,3.697
569,AG,23.65,7.609,4.328,98.92,0.1593,1.75,0.1977,0.1906,1,1785.33,14.345,3.355
570,AG,22.56,7.262,7.063,101.81,0.1534,1.878,0.1455,0.1622,1,1836.28,14.497,3.547
571,AG,17.66,7.504,9.228,100.81,0.1369,2.146,0.1777,0.036,1,1770.46,17.258,2.841
572,AG,21.8,7.467,7.268,101.28,0.1893,1.663,0.2951,0.1657,1,1971.98,11.063,3.023
573,AG,22.79,7.551,8.268,97.91,0.1493,1.174,0.3092,0.1177,1,1716.57,13.569,3.023
574,AG,19.3,7.498,6.719,94.42,0.1531,2.048,0.1511,0.1581,1,1774.96,14.379,3.208
575,AG,22.57,7.282,6.412,90.13,0.1713,2.25,0.1925,0.1394,1,1718.13,15.786,2.858
576,AG,17.64,7.311,6.958,79.82,0.1509,1.767,0.2154,0.1323,1,1966.73,15.859,2.836
577,AG,26.01,7.504,5.521,97.72,0.1131,1.962,0.2551,0.1359,1,1734.3,13.799,4.04
578,AG,25.74,7.654,5.343,96.49,0.0668,1.61,0.1144,0.1391,1,1951.66,16.012,3.891
579,AG,21.24,7.168,8.02,99.46,0.1257,1.462,0.1238,0.1938,1,2123.29,14.843,3.279
580,AG,23.09,7.552,8.147,84.3,0.1628,2.211,0.2494,0.1392,1,2189.35,16.402,3.241
581,AG,14.77,7.678,5.311,100.16,0.1294,1.955,0.1031,0.1834,1,1589.79,13.843,3.292
582,AG,18.53,7.477,7.662,111.44,0.164,1.996,0.1932,0.1776,1,1894.51,13.611,3.317
583,AG,21.12,7.583,6.396,95.63,0.1445,2.401,0.2297,0.1667,1,1791.61,15.218,3.172
584,AG,18.78,7.395,6.908,94.51,0.1786,1.378,0.2449,0.0685,1,1749.58,12.34,3.272
585,AG,24.14,7.482,7.052,97.47,0.1311,1.579,0.2115,0.1847,1,1938.21,14.894,3.937
586,AG,27.99,7.257,7.693,111.26,0.154,1.863,0.1981,0.1217,1,2120.55,14.171,3.701
587,AG,18.47,7.148,6.599,86.81,0.1552,1.574,0.2707,0.1686,1,1975.56,15.812,2.901
588,AG,19.49,7.641,8.192,96.63,0.185,2.113,0.2371,0.1011,1,1829.35,14.968,2.534
589,AG,22.71,7.352,6.871,88.6,0.0888,1.725,0.1812,0.0926,1,2038.64,14.259,3.159
590,AG,26.83,7.432,7.249,90.62,0.1262,1.403,0.2223,0.2191,1,1734.93,14.434,3.816
591,AG,18.33,7.292,5.5,94.6,0.1655,1.826,0.243,0.1017,1,1775.63,13.114,2.486
592,AG,22.75,7.289,9.09,105.78,0.1864,1.868,0.3231,0.1858,1,1846.01,13.24,3.364
593,AG,27.46,7.474,7.064,109.41,0.1472,2.174,0.2672,0.1447,1,1971.4,13.987,3.982
594,AG,17.04,7.391,7.356,98.59,0.1312,1.957,0.2929,0.1232,1,1844.07,14.298,3.08
595,AG,18.16,7.557,4.57,91.99,0.1627,1.984,0.1834,0.1382,1,1839.49,13.656,2.992
596,AG,20.73,7.568,5.513,114.94,0.1661,1.928,0.1885,0.088,1,1823.12,14.14,2.879
597,AG,20.44,7.548,7.985,91.58,0.1292,1.725,0.2059,0.1394,1,1938.78,17.233,3.202
598,AG,24.44,7.536,6.844,90.43,0.1499,1.514,0.2114,0.0967,1,2034.66,13.357,3.238
599,AG,22.72,7.737,4.203,80.8,0.1754,1.916,0.1595,0.1242,1,1951.67,13.137,3.57
600,AG,16.68,7.34,7.746,106.17,0.1967,1.667,0.296,0.177,1,1816.75,12.265,3.097
601,AG,23.55,7.492,5.847,102.75,0.1623,2.476,0.273,0.1502,1,1961.61,13.285,3.78
602,AG,20.27,7.67,8.194,114.34,0.1413,2.337,0.2017,0.0807,1,1979.39,16.014,2.551
603,AG,25.82,7.69,6.395,83.88,0.1384,2.053,0.2585,0.1741,1,1929.37,14.517,3.719
604,AG,20.12,7.287,6.746,106.67,0.1567,1.951,0.2334,0.1397,1,1868.8,14.526,3.042
605,AG,20.09,7.453,7.915,95.56,0.1365,1.765,0.2632,0.1183,1,2060.33,15.87,2.993
606,AG,23.62,7.704,5.423,101.45,0.1457,1.296,0.1393,0.1699,1,1778.87,15.274,3.834
607,AG,24.29,7.576,5.309,81.82,0.1083,1.714,0.2113,0.1333,1,2183.11,14.964,3.862
608,AG,23.34,7.529,6.264,106.74,0.1789,1.841,0.2165,0.0934,1,1746.53,15.53,3.631
609,AG,16.94,7.467,7.493,101.29,0.1058,1.892,0.2574,0.2139,1,1821.03,16.914,3.328
610,AG,23.61,7.442,4.903,94.69,0.127,1.988,0.1823,0.1393,1,1806.17,13.305,3.519
611,AG,18.9,7.543,4.498,100.16,0.1429,2.169,0.07,0.1367,1,2106.39,12.971,3.194
612,AG,22.71,7.462,7.488,88.88,0.1997,1.523,0.1551,0.1238,1,1902.2,16.15,2.615
613,AG,17.73,7.494,5.776,90.36,0.1273,1.527,0.2163,0.1872,1,1813.38,15.471,3.674
614,AG,23.34,7.512,6.029,91.29,0.12,2.38,0.2238,0.119,1,1897.79,15.974,3.298
615,AG,19.58,7.398,4.272,80.18,0.1235,2.108,0.321,0.0782,1,1910.07,14.617,3.334
616,AG,18.15,7.58,5.685,101.89,0.1898,1.644,0.255,0.1129,1,1808.96,17.139,3.192
617,AG,24.14,7.937,6.491,104.53,0.0556,1.757,0.2249,0.1931,1,1909.78,14.284,3.351
618,AG,22.72,7.233,7.616,89.39,0.1099,1.759,0.2181,0.1733,1,1539.97,14.587,3.132
619,AG,20.16,7.549,5.575,97.79,0.2219,1.813,0.2863,0.1298,1,1887.91,11.774,3.584
620,AG,26.35,7.386,8.489,92.88,0.1577,1.989,0.1846,0.1949,1,2013.52,15.083,3.637
621,AG,20.68,7.587,5.679,97.63,0.1068,2.814,0.2116,0.1699,1,2013.88,13.019,3.262
622,AG,22.1,7.507,5.68,89.98,0.1387,1.876,0.1546,0.1293,1,2082.5,14.61,3.313
623,AG,22.81,7.614,8.345,87.93,0.142,2.065,0.3051,0.1334,1,1956.5,14.035,3.514
624,AG,20.14,7.676,6.754,103.42,0.1654,1.125,0.2435,0.1532,1,1982.4,15.033,3.46
625,AG,23.41,7.529,5.838,94.49,0.1952,1.606,0.1775,0.1067,1,1800.11,14.143,2.825
626,AG,20.4,7.67,6.314,111.18,0.1517,2.292,0.2131,0.1402,1,1953.64,15.718,3.702
627,AG,20.77,7.148,8.124,95.37,0.1238,1.961,0.2506,0.1523,1,1863.91,10.381,3.457
628,AG,26.09,7.739,8.259,87.59,0.1636,0.1,0.205,0.0725,1,1875.8,14.724,3.131
629,AG,18.88,7.556,5.52,104.82,0.1191,2.07,0.1879,0.1324,1,1825.03,16.062,2.852
630,AG,14.76,7.662,6.449,100.05,0.109,2.567,0.1807,0.1279,1,1991.82,17.89,3.206
631,AG,26.83,7.317,6.608,100.81,0.0872,1.002,0.2403,0.1811,1,1990.8,14.204,3.937
632,AG,29.65,7.375,5.317,104.52,0.093,2.408,0.1985,0.0662,1,2153.79,15.207,3.275
633,AG,20.78,7.522,6.433,89.78,0.1131,0.691,0.1928,0.1247,1,1831.62,14.534,3.167
634,AG,16.19,7.497,6.506,93.98,0.1047,2.175,0.1398,0.1207,1,1982.66,15.243,3.894
635,AG,21.07,7.542,7.868,93.63,0.1494,1.797,0.2247,0.1784,1,1858.52,15.47,3.251
636,AG,21.14,7.663,7.949,84.67,0.104,0.86,0.2091,0.1383,1,1988.28,14.587,2.969
637,AG,21.43,7.235,6.105,92.89,0.0457,1.978,0.2007,0.2118,1,1942.51,12.514,3.362
638,AG,18.66,7.646,6.243,105.69,0.1087,2.26,0.2319,0.1665,1,1932.72,13.361,3.788
639,AG,23.74,7.501,7.297,96.9,0.1258,1.946,0.2649,0.1236,1,1982.16,12.047,3.577
640,AG,23.57,7.469,5.798,84.23,0.1218,2.034,0.2621,0.1496,1,1870.57,14.005,3.939
641,AG,17.52,7.279,7.206,82.55,0.1856,1.635,0.2532,0.1258,1,2017.55,14.84,2.948
642,AG,24.1,7.575,6.395,108.32,0.1216,1.055,0.2056,0.1744,1,2122.09,13.269,3.951
643,AG,28.16,7.138,5.337,94.28,0.1664,2.077,0.186,0.0867,1,1912.2,12.483,3.319
644,AG,22.52,7.597,5.352,89.82,0.1394,2.5,0.1574,0.1071,1,1705.69,14.867,3.384
645,AG,20.99,7.276,8.236,92.81,0.1387,2.252,0.1844,0.1582,1,2003.3,16.253,3.253
646,AG,21.57,7.508,6.312,83.18,0.1149,1.005,0.2212,0.189,1,1905.88,12.23,3.899
647,AG,23.85,7.482,8.468,106.38,0.1382,1.194,0.1728,0.0519,1,1931.48,12.98,3.097
648,AG,16.81,7.675,5.884,91.86,0.117,1.462,0.2258,0.195,1,1927.05,15.753,3.06
649,AG,22.49,7.473,6.849,105.94,0.1451,1.163,0.1621,0.1344,1,1853.04,12.564,3.306
650,AG,20.83,7.396,9.371,95.41,0.1329,1.818,0.1203,0.0646,1,1919.72,16.804,2.292
651,AG,27.54,7.424,5.231,106.44,0.1117,1.957,0.2692,0.0199,1,1930.88,14.856,2.73
652,AG,21.48,7.691,4.223,97.05,0.1698,1.228,0.1915,0.0788,1,2054.81,16.146,3.482
653,AG,27.0,7.58,8.044,101.83,0.1528,2.111,0.1698,0.1392,1,1993.75,15.588,3.353
654,AG,18.69,7.442,5.508,100.75,0.1266,2.04,0.1544,0.1374,1,1706.72,15.646,3.125
655,AG,23.76,7.465,6.475,99.99,0.1444,1.581,0.2454,0.1653,1,1788.8,17.052,3.736
656,AG,22.96,7.265,5.797,97.78,0.1375,1.731,0.3025,0.118,1,1934.7,10.0,3.781
657,AG,19.39,7.558,6.822,93.14,0.114,1.02,0.1958,0.0957,1,1766.67,13.867,3.194
658,AG,22.53,7.236,5.359,110.32,0.1421,1.667,0.2071,0.1235,1,1687.49,14.999,3.959
659,AG,25.64,7.613,6.284,87.74,0.1214,1.803,0.2843,0.1413,1,2058.81,12.449,3.728
660,AG,21.03,7.519,7.04,95.03,0.1117,1.867,0.1114,0.1492,1,2002.49,16.967,3.369
661,AG,16.92,7.858,5.29,95.12,0.0913,1.952,0.338,0.1084,1,1800.47,13.014,3.153
662,AG,21.95,7.335,5.66,98.22,0.1292,1.898,0.3666,0.1761,1,1937.96,12.758,3.113
663,AG,19.29,7.485,6.083,91.56,0.157,1.694,0.0576,0.1151,1,1916.42,15.226,3.368
664,AG,20.97,7.77,4.785,97.52,0.1192,1.914,0.2141,0.1052,1,1951.95,12.757,2.579
665,AG,21.76,7.679,5.993,93.65,0.2156,2.201,0.1769,0.1183,1,1989.4,13.829,2.981
666,AG,16.88,7.396,6.643,82.34,0.1666,1.762,0.2041,0.183,1,1583.68,15.406,3.088
667,AG,17.15,7.534,6.021,95.08,0.1791,1.927,0.1949,0.1347,1,1829.59,13.723,2.746
668,AG,23.45,7.5,6.174,86.2,0.1639,1.726,0.2687,0.1122,1,2020.63,14.947,3.168
669,AG,20.43,7.542,6.476,81.12,0.1956,1.541,0.2132,0.177,1,1890.26,15.567,3.797
670,AG,14.31,7.395,5.713,96.09,0.1164,2.009,0.1653,0.2257,1,1821.47,16.691,3.535
671,AG,24.35,7.487,7.329,98.9,0.0632,1.578,0.2097,0.1484,1,2045.02,12.088,3.32
672,AG,22.82,7.26,8.223,99.21,0.1266,1.954,0.2509,0.1894,1,1958.83,11.717,3.248
673,AG,19.86,7.52,5.943,99.54,0.1567,1.811,0.149,0.1814,1,2059.55,14.783,2.942
674,AG,18.05,7.568,7.082,79.54,0.1445,1.678,0.1212,0.1158,1,2059.22,19.914,3.158
675,AG,24.51,7.466,6.212,84.11,0.1483,1.669,0.3396,0.1411,1,1962.77,14.658,3.399
676,AG,23.05,7.258,6.939,110.79,0.1796,1.597,0.1815,0.0887,1,1879.92,13.778,2.535
677,AG,29.15,7.648,8.379,86.62,0.1515,1.142,0.2118,0.1318,1,1716.86,14.635,3.577
678,AG,23.26,7.555,7.11,99.89,0.164,1.953,0.1961,0.115,1,1896.89,15.54,3.357
679,AG,23.16,7.391,4.372,89.5,0.1118,1.893,0.2529,0.1239,1,1757.38,10.734,3.833
680,AG,21.5,7.458,7.045,95.64,0.1071,2.14,0.3264,0.11,1,1951.12,15.365,3.174
681,AG,24.45,7.275,7.979,89.93,0.1884,1.587,0.2548,0.1285,1,2006.61,14.011,3.12
682,AG,23.88,7.346,6.234,99.49,0.143,2.558,0.1289,0.1613,1,2014.79,14.365,4.099
683,AG,25.76,7.419,7.695,96.09,0.1213,1.648,0.137,0.1352,1,2151.85,14.649,3.455
684,AG,20.44,7.684,5.672,91.41,0.1214,1.45,0.1961,0.0654,1,1898.62,15.788,3.303
685,AG,20.69,7.404,4.717,86.6,0.1205,1.403,0.2039,0.1102,1,2176.24,12.506,3.152
686,AG,20.56,7.596,6.669,97.14,0.1187,1.106,0.1167,0.0792,1,1931.83,12.467,3.267
687,AG,24.37,7.419,4.392,85.3,0.1015,2.413,0.2692,0.1498,1,1787.88,12.951,3.271
688,AG,26.5,7.537,6.212,98.42,0.095,2.348,0.1548,0.1601,1,1897.63,10.666,3.592
689,AG,20.62,7.479,8.044,116.01,0.1341,2.04,0.3096,0.1503,1,1833.39,13.583,2.781
690,AG,20.73,7.631,4.208,105.8,0.1222,1.442,0.3292,0.1085,1,1918.38,14.243,3.168
691,AG,22.94,7.42,4.965,100.75,0.1732,2.525,0.2051,0.1499,1,1784.24,14.578,3.844
692,AG,21.26,7.264,5.262,94.32,0.1488,1.659,0.2463,0.1212,1,1862.53,15.127,3.112
693,AG,24.86,7.293,6.424,79.49,0.148,1.692,0.1461,0.0945,1,1976.58,15.267,3.554
694,AG,15.24,7.42,6.061,84.42,0.1177,2.375,0.2574,0.1697,1,1809.02,17.937,3.517
695,AG,19.52,7.313,8.179,105.26,0.1364,2.064,0.1901,0.1727,1,1991.14,14.299,3.122
696,AG,19.65,7.562,7.645,88.68,0.1508,2.68,0.1548,0.178,1,2005.76,15.931,3.473
697,AG,15.04,7.43,7.094,89.41,0.1615,1.899,0.2026,0.1157,1,2003.36,14.707,2.899
698,AG,19.11,7.856,6.675,93.67,0.1372,1.641,0.1921,0.1872,1,1855.52,16.128,3.303
699,AG,19.25,7.239,6.972,86.5,0.1724,1.555,0.2005,0.1203,1,2063.68,14.795,3.225
700,AG,21.4,7.531,5.466,85.19,0.1402,1.061,0.277,0.1661,1,1762.1,15.909,3.987
701,AG,25.34,7.331,7.529,94.6,0.1638,1.689,0.1729,0.1196,1,1813.9,13.734,3.14
702,AG,21.26,7.426,5.166,87.87,0.1253,2.258,0.3241,0.131,1,1767.34,14.901,3.08
703,AG,18.91,7.521,7.502,89.07,0.0856,2.04,0.1405,0.0432,1,1917.85,16.051,2.53
704,AG,21.83,7.151,7.923,88.75,0.1481,1.808,0.3169,0.1279,1,2103.21,13.81,3.436
705,AG,25.15,7.536,6.753,99.18,0.1618,1.402,0.159,0.1436,1,1882.86,15.196,3.796
706,AG,19.07,7.785,6.289,93.14,0.1573,1.891,0.2199,0.1236,1,1833.13,14.831,2.915
707,AG,19.27,7.432,6.98,93.57,0.1527,2.205,0.1906,0.2102,1,1876.07,15.403,2.659
708,AG,23.68,7.539,3.5,99.78,0.1295,1.972,0.1994,0.0935,1,1955.91,12.626,3.324
709,AG,21.34,7.654,6.863,93.86,0.1158,1.867,0.2681,0.1175,1,1866.99,12.724,3.374
710,AG,23.94,7.475,6.364,92.77,0.1566,1.481,0.31,0.1038,1,1886.82,12.655,3.284
711,AG,21.96,7.413,6.439,98.76,0.1528,2.147,0.2914,0.1174,1,1751.74,11.026,3.28
712,AG,24.1,7.159,7.348,100.35,0.1232,0.547,0.1957,0.1813,1,1880.01,15.492,3.36
713,AG,18.89,7.596,6.41,93.82,0.1733,1.953,0.2311,0.1991,1,2029.63,12.641,3.563
714,AG,21.96,7.483,5.132,95.64,0.1135,2.828,0.1731,0.112,1,1912.34,13.517,3.476
715,AG,21.37,7.348,6.33,88.75,0.1225,1.197,0.1605,0.1111,1,1840.72,15.452,3.401
716,AG,18.35,7.519,6.581,88.11,0.1891,1.703,0.1512,0.0937,1,2046.99,16.596,2.92
717,AG,17.31,7.412,6.638,101.15,0.1661,1.797,0.1937,0.1923,1,1784.18,12.364,3.293
718,AG,24.06,7.421,6.694,98.56,0.1293,1.615,0.235,0.1848,1,2113.1,13.585,3.706
719,AG,20.95,7.591,7.747,98.64,0.1486,2.215,0.1053,0.1358,1,2089.4,16.288,2.843
720,AG,18.93,7.299,5.197,97.25,0.1446,1.989,0.2172,0.0842,1,1868.75,14.11,3.168
721,AG,21.71,7.657,6.711,95.37,0.0576,1.861,0.311,0.0877,1,1742.95,15.06,3.48
722,AG,25.38,7.29,8.048,100.57,0.1128,2.119,0.2873,0.1468,1,2248.64,12.303,3.797
723,AG,15.16,7.401,4.418,102.48,0.1385,1.807,0.1849,0.162,1,1838.44,11.367,3.259
724,AG,17.51,7.788,6.716,102.29,0.1293,3.0,0.1362,0.0574,1,1816.26,16.522,2.502
725,AG,19.23,7.669,5.798,94.19,0.1474,1.861,0.2476,0.1271,1,1996.99,13.172,2.907
726,AG,26.38,7.515,6.055,106.1,0.1739,1.878,0.081,0.2047,1,2026.47,12.037,3.621
727,AG,22.85,7.359,5.414,96.83,0.1304,1.116,0.2866,0.1313,1,2070.63,12.774,3.493
728,AG,24.3,7.421,6.297,100.06,0.1083,1.583,0.2072,0.1996,1,1856.44,15.517,3.654
729,AG,18.58,7.511,8.71,97.26,0.1497,2.259,0.3299,0.166,1,1948.67,12.534,2.654
730,AG,18.64,7.506,4.983,96.98,0.1302,1.266,0.1164,0.0966,1,1713.69,18.231,2.776
731,AG,23.34,7.486,5.096,89.11,0.1353,0.937,0.2751,0.1283,1,2013.74,11.702,2.845
732,AG,22.17,7.495,4.938,100.61,0.1312,1.813,0.214,0.1349,1,1885.88,13.642,2.507
733,AG,23.65,7.468,8.573,117.76,0.2073,2.348,0.2001,0.1019,1,1951.66,13.269,2.988
734,AG,21.44,7.284,5.945,92.0,0.0728,1.817,0.1378,0.1012,1,1898.86,14.332,4.001
735,AG,22.83,7.423,6.469,95.57,0.1283,1.666,0.2557,0.2003,1,1902.01,13.419,4.1
736,AG,22.47,7.637,6.017,91.43,0.1399,1.057,0.2606,0.1009,1,1827.18,11.29,2.967
737,AG,24.33,7.295,5.367,91.1,0.1166,1.981,0.3271,0.1831,1,2039.61,16.663,3.75
738,AG,24.42,7.472,6.218,107.36,0.167,2.065,0.2805,0.1225,1,2096.7,12.594,2.946
739,AG,17.14,7.377,9.45,89.62,0.1644,1.087,0.1844,0.139,1,1856.59,15.356,2.349
740,AG,15.26,7.517,8.17,91.21,0.1386,2.254,0.1598,0.1625,1,1944.06,17.397,2.482
741,AG,25.01,7.442,5.476,82.3,0.1319,2.106,0.1379,0.1161,1,2028.32,16.694,3.445
742,AG,25.56,7.722,7.277,88.94,0.1366,2.253,0.3084,0.1627,1,1994.54,14.885,3.48
743,AG,18.94,7.576,5.502,81.33,0.1369,2.033,0.1733,0.0581,1,1723.27,12.649,3.041
744,AG,16.42,7.303,4.368,100.05,0.1376,2.061,0.3088,0.1576,1,1656.24,13.597,3.401
745,AG,22.3,7.601,7.723,117.4,0.1344,2.008,0.2515,0.0413,1,1796.2,11.365,2.841
746,AG,24.79,7.384,7.892,92.07,0.1476,2.147,0.2398,0.1309,1,1729.04,15.459,3.338
747,AG,27.39,7.413,7.755,81.67,0.1626,1.072,0.2016,0.1742,1,2209.84,11.675,3.274
748,AG,23.55,7.547,5.936,102.2,0.1031,1.2,0.2596,0.1649,1,1960.25,11.985,3.175
749,AG,20.88,7.426,6.3,89.18,0.1085,1.506,0.2191,0.0881,1,1918.56,13.984,2.701
750,AG,19.32,7.634,7.4,105.39,0.0875,1.748,0.1978,0.0932,1,1616.53,15.294,3.21
751,AG,22.03,7.384,6.97,92.74,0.166,1.955,0.2618,0.1125,1,1718.24,13.64,3.051
752,AG,21.1,7.407,6.028,89.95,0.1475,1.93,0.2114,0.1474,1,1918.5,16.403,2.744
753,AG,18.95,7.402,4.557,93.58,0.1552,2.247,0.1721,0.0587,1,2098.33,15.304,2.997
754,AG,28.15,7.415,6.637,101.06,0.0971,2.259,0.256,0.1395,1,1900.81,13.85,3.356
755,AG,27.36,7.665,7.795,93.18,0.1935,1.451,0.2162,0.1525,1,2115.89,12.34,3.983
756,AG,25.41,7.594,5.063,91.03,0.1217,1.895,0.2493,0.1287,1,1895.69,15.386,3.449
757,AG,19.24,7.756,7.267,93.41,0.145,1.461,0.1928,0.161,1,1912.95,13.713,3.343
